Year,Units,general.territorio,Value
2009,UNIDAD_MEDIDA.PT,ES53,39.41
2013,UNIDAD_MEDIDA.PT,ES,43.74
2013,UNIDAD_MEDIDA.PT,ES53,47.49
2016,UNIDAD_MEDIDA.PT,ES,44.88
2016,UNIDAD_MEDIDA.PT,ES53,48.93
