Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,10.73
2014,UNIDAD_MEDIDA.PT,ES53,11.11
2015,UNIDAD_MEDIDA.PT,ES,7.35
2015,UNIDAD_MEDIDA.PT,ES53,10.26
2016,UNIDAD_MEDIDA.PT,ES,8.49
2016,UNIDAD_MEDIDA.PT,ES53,9.75
2017,UNIDAD_MEDIDA.PT,ES,8.34
2017,UNIDAD_MEDIDA.PT,ES53,7.49
2018,UNIDAD_MEDIDA.PT,ES,8.70
2018,UNIDAD_MEDIDA.PT,ES53,2.89
2019,UNIDAD_MEDIDA.PT,ES,7.67
2019,UNIDAD_MEDIDA.PT,ES53,3.69
2020,UNIDAD_MEDIDA.PT,ES,8.51
2020,UNIDAD_MEDIDA.PT,ES53,6.75
2021,UNIDAD_MEDIDA.PT,ES,8.29
2021,UNIDAD_MEDIDA.PT,ES53,6.08
2022,UNIDAD_MEDIDA.PT,ES,7.73
2022,UNIDAD_MEDIDA.PT,ES53,5.54
