Year,Units,general.territorio,Serie,general.series,Value
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2025,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SE_ACS_ELECT,100.00
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2025,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SE_ACS_H2O,100.00
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2025,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SE_ACS_SANIT,100.00
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2025,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SE_ACC_HNDWSH,100.00
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.70
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.80
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.80
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.50
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.70
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.80
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.70
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.80
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.80
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.90
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,99.90
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES.SE_ACS_INTNT,100.00
2010,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,4.30
2010,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,8.30
2011,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.50
2011,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.90
2012,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.20
2012,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.00
2013,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.10
2013,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,1.90
2014,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.00
2014,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.00
2015,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.00
2015,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.00
2017,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,3.00
2017,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.00
2019,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.90
2019,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,1.90
2021,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.50
2021,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.00
2023,UNIDAD_MEDIDA.NUMBER,ES,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.20
2023,UNIDAD_MEDIDA.NUMBER,ES53,SERIE.SERIE_F,SERIES._L_ES_040A01_0C,2.70
