Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES53,34.29
2016,UNIDAD_MEDIDA.PT,ES53,34.12
2013,UNIDAD_MEDIDA.PT,ES,32.68
2016,UNIDAD_MEDIDA.PT,ES,34.42
2009,UNIDAD_MEDIDA.PT,ES53,30.11
