Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,16.93
2014,UNIDAD_MEDIDA.PT,ES53,8.30
2015,UNIDAD_MEDIDA.PT,ES,15.41
2015,UNIDAD_MEDIDA.PT,ES53,8.91
2016,UNIDAD_MEDIDA.PT,ES,14.91
2016,UNIDAD_MEDIDA.PT,ES53,6.42
2017,UNIDAD_MEDIDA.PT,ES,12.78
2017,UNIDAD_MEDIDA.PT,ES53,3.66
2018,UNIDAD_MEDIDA.PT,ES,10.80
2018,UNIDAD_MEDIDA.PT,ES53,4.01
2019,UNIDAD_MEDIDA.PT,ES,10.91
2019,UNIDAD_MEDIDA.PT,ES53,2.99
2020,UNIDAD_MEDIDA.PT,ES,10.02
2020,UNIDAD_MEDIDA.PT,ES53,2.73
2021,UNIDAD_MEDIDA.PT,ES,11.62
2021,UNIDAD_MEDIDA.PT,ES53,7.27
2022,UNIDAD_MEDIDA.PT,ES,8.64
2022,UNIDAD_MEDIDA.PT,ES53,5.91
2023,UNIDAD_MEDIDA.PT,ES,8.37
2023,UNIDAD_MEDIDA.PT,ES53,5.01
2024,UNIDAD_MEDIDA.PT,ES,8.01
2024,UNIDAD_MEDIDA.PT,ES53,4.19
