Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,13.47
2010,UNIDAD_MEDIDA.PT,ES53,15.61
2011,UNIDAD_MEDIDA.PT,ES,13.00
2011,UNIDAD_MEDIDA.PT,ES53,18.56
2012,UNIDAD_MEDIDA.PT,ES,13.83
2012,UNIDAD_MEDIDA.PT,ES53,14.17
2013,UNIDAD_MEDIDA.PT,ES,13.34
2013,UNIDAD_MEDIDA.PT,ES53,15.24
2014,UNIDAD_MEDIDA.PT,ES,14.85
2014,UNIDAD_MEDIDA.PT,ES53,15.43
2015,UNIDAD_MEDIDA.PT,ES,14.68
2015,UNIDAD_MEDIDA.PT,ES53,19.90
2016,UNIDAD_MEDIDA.PT,ES,14.73
2016,UNIDAD_MEDIDA.PT,ES53,12.15
2017,UNIDAD_MEDIDA.PT,ES,14.66
2017,UNIDAD_MEDIDA.PT,ES53,12.96
2018,UNIDAD_MEDIDA.PT,ES,13.79
2018,UNIDAD_MEDIDA.PT,ES53,13.52
2019,UNIDAD_MEDIDA.PT,ES,13.51
2019,UNIDAD_MEDIDA.PT,ES53,9.90
2020,UNIDAD_MEDIDA.PT,ES,13.67
2020,UNIDAD_MEDIDA.PT,ES53,11.35
2021,UNIDAD_MEDIDA.PT,ES,14.65
2021,UNIDAD_MEDIDA.PT,ES53,13.26
2022,UNIDAD_MEDIDA.PT,ES,13.62
2022,UNIDAD_MEDIDA.PT,ES53,11.57
2023,UNIDAD_MEDIDA.PT,ES,12.58
2023,UNIDAD_MEDIDA.PT,ES53,11.94
